"","level","stem"
"46435","B1","sudbahnhof"
"46436","B1","suddeutschland"
"46437","B1","sud"
"46438","B1","summ"
"46439","A2","sun"
"46440","A2","sung"
"46441","A2","sup"
"46450","A2","supermarkt"
"46462","A2","supp"
"46480","A2","surf"
"46481","A2","surfgn"
"46483","A2","surft"
"46484","A2","susa"
"46485","A2","susann"
"46488","A2","suss"
"46494","A2","sussig"
"46496","B1","suumme"
"46497","B1","suupp"
"46498","B1","suuss"
"46499","B1","symbol"
"46501","A2","sympath"
"46505","B1","syst"
"46508","A1","szeit"
"46509","B1","szen"
"46511","B1","tabell"
"46512","A2","tabich"
"46513","A2","tablet"
"46514","B1","tablett"
"46528","A2","tadt"
"46529","A2","tafel"
"46534","B1","tafeln"
"46535","A2","tafft"
"46536","A1","tag"
"46601","B1","tagesablauf"
"46602","B1","taglich"
"46606","B1","tal"
"46608","B1","talent"
"46609","A2","tam"
"46610","B1","tank"
"46611","B1","tankstell"
"46612","B1","tankt"
"46614","A2","tant"
"46619","B1","tanz"
"46634","A2","tanzkur"
"46635","B1","tanzt"
"46637","B1","tarek"
"46638","A1","tasch"
"46653","A2","taschengeld"
"46657","B1","taschentuch"
"46659","A2","tass"
"46669","B1","tastatur"
"46670","B1","tast"
"46672","B1","tat"
"46678","B1","taterin"
"46679","B1","tatig"
"46681","A2","tatort"
"46682","B1","tatsach"
"46686","B1","taub"
"46687","B1","tauch"
"46688","B1","taucht"
"46690","A2","tausch"
"46694","B1","tauscht"
"46698","B1","tauub"
"46699","A1","tax"
"46700","A2","taxi"
"46703","A2","tchtlg"
"46704","A2","team"
"46706","B1","technik"
"46707","B1","technisch"
"46710","B1","technologi"
"46711","A1","tee"
"46743","A2","teef"
"46744","B1","teekann"
"46745","B1","tegriert"
"46746","A2","teht"
"46747","A1","teil"
"46766","B1","teilgenomm"
"46767","B1","teilnahm"
"46768","A2","teilnehm"
"46775","B1","teilnehmerin"
"46776","B1","teilnehmerinn"
"46777","B1","teilnehmerzahl"
"46778","B1","teilt"
"46782","B1","teilweis"
"46783","B1","teilzeit"
"46784","A1","telefon"
"46795","B1","telefonanbiet"
"46796","B1","telefonanschluss"
"46797","A1","telefoni"
"46803","B1","telefoniert"
"46807","A2","telefonlert"
"46808","B1","telefonnetzwerk"
"46809","B1","telefonnumm"
"46812","A2","tell"
"46819","B1","temperatur"
"46822","B1","tempo"
"46824","B1","ten"
"46825","A2","tengstrass"
"46826","A2","tennis"
"46830","A2","tep"
"46831","B1","teppich"
"46835","A2","tept"
"46836","B1","teressiert"
"46837","B1","terlass"
"46838","A2","terlaub"
"46839","A1","termin"
"46881","B1","terminkal"
"46883","B1","tern"
"46884","B1","terrass"
"46885","B1","terweg"
"46886","A2","tes"
"46888","A1","test"
"46893","B1","testet"
"46896","A1","teu"
"46905","B1","teuergeschicht"
"46906","B1","teur"
"46909","B1","teuv"
"46911","A1","tev"
"46928","B1","tevr"
"46929","A2","tevu"
"46932","B1","tevur"
"46933","A1","text"
"46941","A2","tfdle"
"46942","A2","theat"
"46947","B1","theaterstuck"
"46948","B1","thek"
"46949","A1","thema"
"46963","B1","them"
"46965","B1","theoret"
"46967","B1","theori"
"46969","B1","therapi"
"46970","B1","thielt"
"46971","A1","thomas"
"46976","A1","ticket"
"46981","A2","tief"
"46987","B1","tier"
"46990","B1","tierpark"
"46991","B1","tierversuch"
"46992","A2","tim"
"46993","A2","tipp"
"46999","B1","tippt"
"47001","A1","tisch"
"47028","A2","titel"
"47032","B1","tlerweil"
"47033","A2","tleslt"
"47034","A2","tlgtt"
"47035","B1","toch"
"47036","A1","tocht"
"47079","B1","tod"
"47080","B1","todlich"
"47081","A1","toilett"
"47092","B1","tolerant"
"47093","A2","toll"
"47117","A2","tom"
"47118","A1","tomat"
"47125","B1","tomatensaft"
"47126","A2","tomatensart"
"47127","A2","topf"
"47132","B1","tor"
"47136","A2","tort"
"47144","A1","tot"
"47150","A2","total"
"47158","A2","totost"
"47159","A2","tour"
"47160","B1","tourismus"
"47161","B1","tourist"
"47163","B1","touristin"
"47164","A2","tra"
"47165","B1","traagt"
"47166","B1","traaum"
"47167","B1","tradition"
"47168","B1","traditionell"
"47170","B1","traf"
"47171","B1","trag"
"47189","B1","tragt"
"47200","B1","train"
"47201","B1","trainerin"
"47202","A2","traini"
"47206","B1","trainiert"
"47209","A2","training"
"47214","B1","tram"
"47216","B1","tran"
"47218","B1","trank"
"47220","B1","transport"
"47221","B1","transporti"
"47222","B1","transportiert"
"47224","B1","trat"
"47226","A2","traum"
"47231","B1","traumberuf"
"47234","A2","traumt"
"47237","A2","traurig"
"47243","A1","treff"
"47278","A2","treffén"
"47279","B1","treffpunkt"
"47280","B1","treib"
"47282","B1","treibt"
"47283","A2","tremc"
"47284","B1","trenn"
"47286","B1","trennt"
"47288","B1","trennung"
"47290","A1","trepp"
"47301","B1","treppenhaus"
"47304","B1","tret"
"47305","B1","treu"
"47306","B1","treuu"
"47307","B1","trieb"
"47308","B1","trifft"
"47309","A1","trink"
"47362","B1","trinkgeld"
"47363","B1","trinkt"
"47364","B1","tritt"
"47367","A2","trock"
"47376","B1","trockn"
"47377","B1","trocknet"
"47380","B1","tropf"
"47383","B1","trottoir"
"47385","B1","trotz"
"47386","B1","trotzd"
"47389","B1","trug"
"47390","A2","tschus"
"47392","A1","tschuss"
"47395","A2","tta"
"47396","B1","tuch"
"47397","B1","tue"
"47398","A1","tun"
"47421","B1","tung"
"47423","B1","tur"
"47462","B1","turkei"
"47463","B1","turm"
"47465","A1","tut"
"47521","B1","typ"
"47524","A2","typisch"
"47531","B1","ube"
"47532","B1","uben"
"47533","A2","uber"
"47629","A2","uberall"
"47636","B1","uberfahr"
"47638","B1","uberfahrt"
"47639","B1","uberfuhr"
"47640","B1","uberhaupt"
"47644","B1","uberhol"
"47645","B1","uberholt"
"47647","B1","uberleg"
"47649","B1","uberlegt"
"47653","A2","ubermorg"
"47657","B1","ubernach"
"47658","A1","ubernacht"
"47665","A2","ubernachtet"
"47672","B1","ubernahm"
"47673","B1","ubernehm"
"47674","B1","ubernimmt"
"47675","B1","ubernomm"
"47676","B1","uberpruf"
"47677","B1","uberpruft"
"47679","B1","uberqu"
"47680","B1","uberquert"
"47682","B1","uberrasch"
"47684","B1","uberrascht"
"47691","B1","uberred"
"47692","B1","uberredet"
"47696","B1","uberschrift"
"47698","A2","ubersetz"
"47702","B1","ubersetzerin"
"47703","A2","ubersetzt"
"47709","B1","uberstund"
"47714","B1","ubertrag"
"47715","B1","ubertreib"
"47716","B1","ubertreibt"
"47717","B1","ubertrieb"
"47719","B1","uberweis"
"47730","B1","uberweist"
"47732","B1","uberwi"
"47733","B1","uberwies"
"47735","B1","uberzeug"
"47737","B1","uberzeugt"
"47742","B1","ublich"
"47743","B1","ubrig"
"47745","A2","ubt"
"47746","B1","ubung"
"47749","A2","uds"
"47750","A2","uespitz"
"47751","A2","ufen"
"47752","B1","ufer"
"47753","A2","ufosmuli"
"47754","A1","uhr"
"47885","A2","ullt"
"47886","B1","ulm"
"47887","A2","ult"
"47888","B1","umarm"
"47889","B1","umarmt"
"47891","A2","umaud"
"47892","B1","umdreh"
"47893","A2","ume"
"47894","A2","umen"
"47895","B1","umfahr"
"47896","B1","umfrag"
"47897","B1","umgeb"
"47898","B1","umgedreht"
"47899","B1","umgegang"
"47900","B1","umgeh"
"47901","B1","umgekehrt"
"47902","B1","umgestieg"
"47903","B1","umgetauscht"
"47904","A2","umgezog"
"47908","B1","umkehr"
"47909","B1","umleit"
"47910","B1","ummeld"
"47911","B1","ummso"
"47912","B1","ums"
"47913","B1","umseh"
"47914","B1","umso"
"47915","B1","umson"
"47916","A2","umsteig"
"47921","B1","umtausch"
"47924","B1","umwelt"
"47928","B1","umweltschutz"
"47932","B1","umweltv"
"47933","B1","umweltverschmutz"
"47934","A2","umzieh"
"47941","A2","umzug"
"47945","B1","umzukehr"
"47946","B1","unangenehm"
"47947","B1","unbed"
"47948","A2","unbedingt"
"47959","A1","und"
"48209","A2","uné"
"48210","B1","unentschied"
"48212","A2","unfall"
"48238","B1","unfallort"
"48241","B1","unfallursach"
"48242","B1","unfreund"
"48245","B1","ungefahr"
"48246","A2","ung"
"48247","B1","ungewohn"
"48248","B1","unglaub"
"48249","B1","ungluck"
"48252","B1","unheim"
"48256","B1","uniform"
"48258","A2","universitat"
"48263","B1","unpunkt"
"48264","A1","uns"
"48574","A1","unt"
"48602","B1","unterbrach"
"48603","B1","unterbrech"
"48604","B1","unterbrich"
"48605","B1","unterbricht"
"48606","B1","unterbroch"
"48608","A2","unterhalt"
"48618","B1","unterhielt"
"48619","A2","unterkunft"
"48624","B1","unterlag"
"48626","B1","unterlass"
"48627","B1","unterlasst"
"48628","B1","unterliess"
"48630","B1","unternahm"
"48631","A2","unternehm"
"48635","B1","unternehmerin"
"48636","A2","unternimmt"
"48637","B1","unternomm"
"48638","A1","unterricht"
"48651","B1","unterrichtet"
"48654","B1","untersagt"
"48655","B1","unterscheid"
"48656","A2","unterschied"
"48666","A2","unterschrabt"
"48667","A1","unterschreib"
"48677","B1","unterschrieb"
"48679","A1","unterschrift"
"48686","B1","unterstr"
"48687","B1","unterstreich"
"48688","B1","unterstrich"
"48690","B1","unterstutz"
"48691","B1","unterstutzt"
"48694","A2","untersuch"
"48700","A2","untersucht"
"48707","A2","unterweg"
"48713","A2","unterwesss"
"48714","B1","unwicht"
"48715","A2","uper"
"48716","B1","urkund"
"48717","A1","urlaub"
"48799","B1","urlaubsfotos"
"48800","A2","urlaubsreis"
"48801","B1","urlaubszeit"
"48802","B1","ursach"
"48803","B1","ursprung"
"48804","B1","urteil"
"48808","B1","uschi"
"48809","A2","usgeb"
"48810","A2","ussbg"
"48811","B1","uub"
"48812","B1","uuberau"
"48813","A1","uum"
"48814","B1","uumson"
"48815","A2","uunterweg"
"48816","A2","vansclt"
"48817","B1","vas"
"48818","A1","vat"
"48833","B1","vegetar"
"48835","A2","veiuftstas"
"48836","B1","velo"
"48840","B1","velofahr"
"48841","B1","ver"
"48843","B1","verabred"
"48844","A2","verabredet"
"48855","B1","verabschied"
"48857","B1","verabschiedet"
"48860","B1","verand"
"48862","B1","verandert"
"48865","A2","veranstal"
"48866","B1","veranstalt"
"48868","B1","verantwort"
"48870","B1","verband"
"48871","B1","verbess"
"48873","B1","verbessert"
"48877","B1","verbesser"
"48878","B1","verbiet"
"48880","B1","verbietet"
"48881","B1","verbind"
"48883","B1","verbindet"
"48887","B1","verbot"
"48900","B1","verbracht"
"48903","B1","verbrannt"
"48905","B1","verbrauch"
"48906","B1","verbraucht"
"48910","B1","verbrech"
"48911","B1","verbrecherin"
"48912","B1","verbrenn"
"48913","B1","verbrennt"
"48914","B1","verbring"
"48915","B1","verbringt"
"48916","B1","verbund"
"48917","A2","vercu"
"48918","B1","verdacht"
"48923","A2","verdi"
"48931","A2","verdient"
"48941","A2","verein"
"48946","A2","vereinbar"
"48949","B1","vereinbart"
"48952","A2","veremba"
"48953","B1","vergang"
"48954","B1","vergass"
"48955","B1","vergeb"
"48956","B1","vergess"
"48980","A2","vergiss"
"48982","B1","vergisst"
"48983","B1","vergleich"
"48990","B1","vergleicht"
"48991","B1","verglich"
"48993","B1","vergnug"
"48996","B1","vergnugt"
"48999","B1","vergnuugt"
"49000","B1","vergross"
"49003","B1","vergrossert"
"49005","B1","verhaft"
"49006","B1","verhaftet"
"49010","B1","verhalt"
"49017","B1","verhaltnis"
"49019","A1","verheiratet"
"49030","B1","verhielt"
"49031","B1","verhind"
"49032","B1","verhindert"
"49034","A2","verkauf"
"49039","A2","verkauferin"
"49043","A2","verkauft"
"49050","A2","verkehr"
"49061","B1","verkehrsmittel"
"49063","B1","verkehrsmitteln"
"49064","B1","verkehrszeich"
"49065","B1","verlag"
"49066","B1","verlang"
"49070","B1","verlangert"
"49073","B1","verlangt"
"49076","B1","verlass"
"49079","B1","verlasst"
"49080","B1","verlauf"
"49082","B1","verlauft"
"49083","B1","verletz"
"49084","A2","verletzt"
"49105","B1","verlieb"
"49106","A2","verliebt"
"49113","B1","verlief"
"49114","B1","verli"
"49119","B1","verliererin"
"49120","B1","verliert"
"49121","B1","verliess"
"49122","B1","verlor"
"49139","B1","verlust"
"49140","B1","vermeid"
"49141","B1","vermeidet"
"49142","B1","vermied"
"49144","A2","vermiet"
"49153","B1","vermieterin"
"49155","A2","vermietet"
"49163","B1","vermiss"
"49165","B1","vermisst"
"49167","B1","vermittl"
"49169","B1","vermut"
"49171","B1","vermutet"
"49174","B1","vernunft"
"49176","B1","verof"
"49177","B1","veroffent"
"49178","B1","veroffentlicht"
"49180","A2","veronika"
"49181","B1","verpack"
"49182","B1","verpackt"
"49185","B1","verpass"
"49187","A2","verpasst"
"49196","B1","verpfleg"
"49197","B1","verpflegt"
"49200","B1","verpflichtet"
"49201","B1","verrat"
"49204","B1","verreis"
"49205","A2","verreist"
"49212","B1","verriet"
"49213","B1","verruckt"
"49216","B1","versamm"
"49217","B1","versamml"
"49218","B1","versaum"
"49219","B1","versaumt"
"49222","B1","verschenkt"
"49223","A2","verschieb"
"49226","B1","verschiebt"
"49227","B1","verschied"
"49236","B1","verschmutz"
"49237","B1","verschmutzt"
"49240","B1","verschob"
"49242","B1","verschreib"
"49244","B1","verschreibt"
"49245","B1","verschrieb"
"49250","B1","verschwand"
"49251","B1","verschwind"
"49252","B1","verschwindet"
"49253","B1","verschwund"
"49254","B1","versich"
"49255","B1","versichert"
"49258","B1","versichertenkart"
"49260","B1","versicher"
"49264","B1","versicherungsgesellschaft"
"49265","B1","verspa"
"49266","A2","verspat"
"49281","B1","versprach"
"49282","B1","versprech"
"49283","B1","verspricht"
"49284","B1","versproch"
"49285","B1","verstand"
"49298","B1","verstandnis"
"49299","A2","verstano"
"49300","B1","versteck"
"49301","B1","versteckt"
"49304","A2","versteh"
"49332","B1","versteht"
"49333","A2","versuc"
"49334","B1","versuch"
"49339","B1","versucht"
"49346","B1","versunk"
"49347","B1","vert"
"49348","B1","verteil"
"49350","B1","verteilt"
"49352","A2","vertrag"
"49358","B1","vertrat"
"49359","B1","vertrau"
"49363","B1","vertraut"
"49365","B1","vertret"
"49368","B1","vertreterin"
"49370","B1","vertritt"
"49372","B1","verursach"
"49373","B1","verursacht"
"49375","B1","verurteil"
"49376","B1","verurteilt"
"49380","B1","verwalt"
"49381","B1","verwandt"
"49386","B1","verwechseln"
"49387","B1","verwechselt"
"49390","B1","verw"
"49391","B1","verwend"
"49392","B1","verwendet"
"49394","B1","verzeih"
"49395","B1","verzeiht"
"49397","B1","verzicht"
"49399","B1","verzichtet"
"49401","B1","verzieh"
"49403","A2","vgegenub"
"49404","B1","video"
"49406","B1","videospiel"
"49407","A1","vie"
"49408","A2","vieied"
"49409","A1","viel"
"49657","A1","vielleicht"
"49676","A2","viensicnt"
"49677","A1","vier"
"49693","B1","viertel"
"49696","B1","viertelstund"
"49697","B1","vir"
"49698","B1","virtuell"
"49700","B1","virus"
"49701","B1","visa"
"49702","B1","visitenkart"
"49703","A2","vist"
"49704","B1","visum"
"49707","B1","vitamin"
"49709","A2","vllllg"
"49710","A2","vocpenegdla"
"49711","A2","vogel"
"49714","B1","vogelhaus"
"49715","B1","vogeln"
"49716","B1","volkshochschul"
"49717","A2","voll"
"49727","A2","volleyball"
"49730","B1","vollig"
"49734","B1","vollmond"
"49735","B1","vollpension"
"49736","B1","volltank"
"49737","B1","vollzeit"
"49738","A2","vom"
"49757","A1","von"
"49948","B1","voneinand"
"49949","B1","vooraus"
"49950","A1","vor"
"50031","B1","voraus"
"50032","B1","vorausset"
"50033","B1","voraussetz"
"50034","B1","voraussicht"
"50035","A2","vorbei"
"50041","B1","vorbeikomm"
"50042","B1","vorbel"
"50044","A2","vorbereit"
"50047","B1","vorbereitet"
"50050","B1","vord"
"50052","B1","vorfahrt"
"50054","B1","vorgehabt"
"50055","B1","vorgekomm"
"50056","B1","vorgeles"
"50057","B1","vorgeschlag"
"50058","B1","vorgestellt"
"50060","A2","vorg"
"50063","B1","vorhab"
"50064","A2","vorh"
"50070","B1","vorhin"
"50071","B1","vorkomm"
"50072","B1","vorkommt"
"50073","B1","vorlauf"
"50076","B1","vorles"
"50077","B1","vormittag"
"50078","A2","vorn"
"50082","A1","vornam"
"50099","B1","vorort"
"50102","A2","vorschlag"
"50115","A2","vorschlagz"
"50116","B1","vorschrift"
"50118","A1","vorsicht"
"50140","B1","vorspeis"
"50141","A1","vorstell"
"50150","B1","vorstellungsgesprach"
"50151","B1","vorteil"
"50152","B1","vortrag"
"50153","B1","vorwaart"
"50154","A1","vorwahl"
"50157","A2","vorwart"
"50159","B1","vorwurf"
"50161","B1","vorzu"
"50162","A2","vqgestellt"
"50163","A2","vqn"
"50164","A2","vsv"
"50165","A2","vvelch"
"50166","A2","vvir"
"50167","A2","vvta"
"50168","A2","vwonnzimmet"
"50169","B1","waagerecht"
"50171","A2","wach"
"50176","B1","wachs"
"50180","B1","wacht"
"50182","A2","wag"
"50198","B1","wahl"
"50213","B1","wahlt"
"50216","B1","wahnsinn"
"50218","A2","wahr"
"50224","B1","wahrend"
"50229","B1","wahrheit"
"50231","A2","wahrschein"
"50235","A2","wald"
"50246","A2","wan"
"50247","A2","wand"
"50261","B1","wandert"
"50263","B1","wander"
"50264","B1","wandt"
"50265","A1","wann"
"50338","A1","war"
"50529","B1","warf"
"50530","A2","warm"
"50554","B1","warn"
"50556","B1","warnt"
"50558","B1","warst"
"50564","A2","wart"
"50602","A2","wartet"
"50605","A1","warum"
"50632","A1","was"
"50790","A2","wasch"
"50816","A2","waschmaschin"
"50824","B1","waschmittel"
"50829","A2","wascht"
"50832","A1","wass"
"50856","A2","watanab"
"50857","B1","web"
"50858","A2","webseit"
"50860","B1","websit"
"50861","B1","wechselgeld"
"50862","A2","wechseln"
"50869","B1","wechselt"
"50871","B1","weck"
"50878","B1","weckt"
"50880","A2","wed"
"50882","A1","weg"
"50911","A2","wegbring"
"50922","B1","wegfahr"
"50923","B1","weggefahr"
"50924","A2","weggelauf"
"50925","A2","weggenomm"
"50926","A2","wegmach"
"50927","A2","wegwerf"
"50929","A1","weh"
"50960","B1","wehgetan"
"50962","A2","wehtun"
"50964","A1","weiblich"
"50973","A2","weich"
"50977","B1","weig"
"50979","B1","weigert"
"50981","B1","weihnacht"
"50984","A2","weil"
"50995","A1","wein"
"51010","A2","weint"
"51013","B1","weis"
"51015","A1","weiss"
"51052","A2","weissbrot"
"51055","A2","weisst"
"51065","B1","weist"
"51066","B1","weisung"
"51067","A1","weit"
"51091","B1","weiterbild"
"51093","A2","weiterhelf"
"51094","B1","weiterhin"
"51095","A2","weitermach"
"51096","A2","welc"
"51097","A1","welch"
"51168","A1","welt"
"51177","B1","weltkrieg"
"51178","B1","weltmeist"
"51179","B1","weltreis"
"51180","B1","weltweit"
"51182","A2","wem"
"51185","A1","wen"
"51194","B1","wend"
"51195","B1","wendet"
"51197","A1","wenig"
"51218","A2","wenigst"
"51221","A2","wenlig"
"51222","A2","wenn"
"51291","A2","wentg"
"51292","A1","wer"
"51328","B1","werb"
"51329","B1","werbung"
"51332","B1","werd"
"51379","B1","werf"
"51382","B1","werk"
"51386","A2","werkstatt"
"51390","B1","werkzeug"
"51391","B1","wert"
"51397","B1","wertlos"
"51398","B1","wertvoll"
"51400","B1","weshalb"
"51402","B1","west"
"51403","B1","wettb"
"51404","A2","wettbewerb"
"51407","B1","wett"
"51450","B1","wetterbericht"
"51453","B1","wettervorhersag"
"51454","B1","wettet"
"51456","B1","wfir"
"51457","A1","wichtig"
"51485","B1","widersprach"
"51486","B1","widersprech"
"51487","B1","widerspricht"
"51489","B1","widersproch"
"51490","A1","wie"
"51709","A2","wied"
"51772","B1","wiedergefund"
"51773","B1","wiederhol"
"51783","A2","wiederholt"
"51788","A1","wiederhor"
"51791","B1","wiederkomm"
"51792","A1","wiederseh"
"51800","B1","wieg"
"51802","B1","wiegt"
"51804","A2","wiehet"
"51805","B1","wien"
"51807","A2","wieoet"
"51808","B1","wies"
"51809","A2","wiesbad"
"51811","B1","wieso"
"51812","B1","wild"
"51814","A2","will"
"51842","A1","willkomm"
"51862","A1","wind"
"51865","A2","windig"
"51868","B1","wink"
"51869","B1","winkt"
"51872","A2","wint"
"51879","B1","winterschuh"
"51880","A1","wir"
"52592","A2","wird"
"52629","B1","wirf"
"52630","B1","wirft"
"52631","B1","wirk"
"52632","A2","wirklich"
"52650","B1","wirkt"
"52652","B1","wirkung"
"52654","B1","wirst"
"52657","B1","wirt"
"52658","B1","wirtin"
"52659","B1","wirtschaft"
"52662","A2","wiss"
"52675","B1","wissenschaft"
"52676","B1","wissenschaftl"
"52677","B1","wissenschaftlerin"
"52678","A2","witz"
"52682","A2","witzig"
"52683","B1","wlir"
"52684","A2","wllkomm"
"52685","A2","wmd"
"52686","A2","wmm"
"52687","A2","woch"
"52753","A1","wochen"
"52782","A2","wocn"
"52783","B1","wog"
"52784","B1","woh"
"52798","A1","wohin"
"52812","B1","wohl"
"52818","A1","wohn"
"52881","B1","wohnflach"
"52882","B1","wohngeld"
"52883","B1","wohnort"
"52887","B1","wohnsitz"
"52891","A1","wohnt"
"52914","A1","wohnung"
"53012","B1","wohnungsangebot"
"53013","B1","wohnungseinbruch"
"53014","B1","wohnungstur"
"53015","A2","wohnzi"
"53016","A2","wohnzimm"
"53024","A2","wohnzimmert"
"53025","A2","wolk"
"53030","B1","woll"
"53089","B1","wollt"
"53105","B1","womit"
"53106","A2","wonnung"
"53107","A2","woo"
"53112","B1","word"
"53113","A2","workshop"
"53115","A1","wort"
"53144","A2","worterbuch"
"53151","B1","wortet"
"53152","A2","wortlist"
"53318","B1","wortschatz"
"53319","B1","worub"
"53321","B1","worum"
"53323","B1","wuch"
"53324","B1","wund"
"53332","A1","wunderbar"
"53340","B1","wunderschon"
"53342","B1","wundert"
"53344","A2","wunsch"
"53371","B1","wunscht"
"53374","B1","wurd"
"53403","A2","wurdig"
"53404","A2","wurst"
"53415","B1","wurstch"
"53416","B1","wurzburg"
"53417","B1","wurz"
"53418","B1","wusch"
"53419","B1","wusst"
"53420","B1","wutend"
"53421","A1","wwand"
"53422","B1","wwandt"
"53423","B1","wwar"
"53424","B1","wwarum"
"53425","B1","wwas"
"53426","B1","wweg"
"53427","B1","wwieso"
"53428","A2","wwunsch"
"53429","A2","yannick"
"53430","A2","yaz"
"53431","A2","yer"
"53432","A2","yin"
"53434","A2","ynumm"
"53435","B1","york"
"53436","A2","yte"
"53437","A2","zagreb"
"53438","A2","zahl"
"53480","B1","zahlreich"
"53482","B1","zahlt"
"53488","B1","zahlung"
"53489","A2","zahn"
"53493","B1","zahnarzt"
"53497","A2","zahnarztin"
"53498","B1","zahnarzttermin"
"53499","B1","zahnburst"
"53500","B1","zahncrem"
"53502","B1","zahnschmerz"
"53503","B1","zang"
"53504","A1","zaoll"
"53505","A2","zasreb"
"53506","A2","zehn"
"53525","A2","zeich"
"53527","B1","zeichn"
"53529","B1","zeichnet"
"53531","B1","zeichnung"
"53532","B1","zeig"
"53541","B1","zeigt"
"53546","B1","zeil"
"53548","A2","zeis"
"53549","A1","zeit"
"53603","B1","zeitpunkt"
"53604","A2","zeitschit"
"53605","A2","zeitschnt"
"53606","A2","zeitschrift"
"53615","A1","zeitung"
"53648","B1","zeitungslad"
"53649","A2","zelt"
"53654","B1","zeltet"
"53656","B1","zeltlag"
"53657","B1","zen"
"53658","B1","zentimet"
"53659","B1","zentral"
"53661","B1","zentr"
"53662","A2","zentrum"
"53673","B1","zerstor"
"53674","B1","zerstort"
"53677","A2","zertifikat"
"53735","A2","zettel"
"53740","B1","zeug"
"53744","B1","zeugin"
"53745","A2","zeugnis"
"53753","A2","zheie"
"53754","A1","zieh"
"53782","A2","zieht"
"53795","A2","ziel"
"53799","B1","ziemlich"
"53806","B1","zigarett"
"53813","A1","zimm"
"53862","B1","zimmerpreis"
"53863","A2","zimmerschlussel"
"53864","B1","zins"
"53865","A2","zirkus"
"53868","A2","zit"
"53869","A2","zitron"
"53874","A2","zitroneneis"
"53875","B1","zivilstand"
"53878","B1","zlich"
"53879","B1","znuni"
"53881","A2","zoae"
"53882","B1","zog"
"53886","B1","zoll"
"53888","B1","zon"
"53889","B1","zoo"
"53890","B1","zte"
"53891","A2","zub"
"53892","B1","zubereit"
"53893","B1","zubereitet"
"53894","A2","zuck"
"53905","B1","zueinand"
"53906","A2","zuerst"
"53921","B1","zufall"
"53929","A1","zufried"
"53944","A1","zug"
"54002","B1","zugang"
"54009","B1","zugeh"
"54010","B1","zugehort"
"54011","B1","zugemacht"
"54012","B1","zugenom"
"54013","B1","zugenomm"
"54015","B1","zugesagt"
"54016","B1","zugeschaut"
"54017","B1","zugeschickt"
"54018","B1","zugestimmt"
"54019","B1","zugfahr"
"54020","B1","zugrestaurant"
"54021","B1","zugspitz"
"54022","B1","zuhaus"
"54023","B1","zuhor"
"54026","B1","zuhorerin"
"54027","B1","zuhorerinn"
"54028","B1","zukunft"
"54033","A2","zuletzt"
"54037","A1","zum"
"54194","B1","zumach"
"54195","B1","zumind"
"54196","B1","zunach"
"54198","B1","zund"
"54201","B1","zundholz"
"54204","B1","zunehm"
"54205","B1","zung"
"54206","B1","zunimmt"
"54207","A1","zur"
"54271","B1","zurecht"
"54273","B1","zurechtgekomm"
"54274","B1","zurechtkomm"
"54275","A1","zuruck"
"54298","B1","zuruckfahr"
"54299","B1","zuruckgeb"
"54301","B1","zuruckgekomm"
"54302","B1","zuruckkomm"
"54304","B1","zuruckruf"
"54305","A1","zurzeit"
"54311","A2","zus"
"54312","B1","zusag"
"54313","A1","zusamm"
"54344","B1","zusammenarbeit"
"54346","B1","zusammenfass"
"54347","B1","zusammengefasst"
"54348","B1","zusammenhang"
"54350","B1","zusatz"
"54351","B1","zuschau"
"54354","B1","zuschauerin"
"54355","B1","zuschav"
"54356","B1","zuschlag"
"54357","B1","zustand"
"54361","B1","zustimm"
"54364","B1","zutat"
"54365","A2","zuu"
"54382","B1","zuug"
"54383","B1","zuugegang"
"54384","A1","zuugz"
"54385","B1","zuurzeit"
"54386","B1","zuusamm"
"54387","A1","zuuu"
"54388","B1","zuverlass"
"54389","B1","zuzuhor"
"54390","B1","zuzuseh"
"54391","B1","zvieri"
"54393","B1","zvierl"
"54394","B1","zwang"
"54395","A2","zwanzig"
"54400","B1","zwar"
"54403","B1","zweck"
"54404","A1","zwei"
"54455","B1","zweifel"
"54457","B1","zweifeln"
"54458","B1","zweifelt"
"54460","B1","zweifl"
"54461","B1","zweimal"
"54463","B1","zweit"
"54472","B1","zweitsprach"
"54473","B1","zweizimmerwohn"
"54474","B1","zwiebel"
"54475","B1","zwiebeln"
"54476","B1","zwing"
"54478","B1","zwingt"
"54479","A1","zwisch"
"54496","A1","zwolf"
"54502","B1","zzu"
"54524","B1","zzuerst"
"54525","B1","zzufried"
"54526","B1","zzuletzt"
"54527","B1","zzum"
"54528","B1","zzuruck"
"54529","B1","zzuruckzubekomm"
"54530","B1","zzusamm"
"54531","B1","zzusammenfass"
"54532","B1","zzuu"
"54534","B1","zzwei"
